SynData,SynData_predicted,Codes,Para1,Para3,Para2
4.826524631,5.185122303469297,0.6095000000000002,5.807994781872417,-1.4018103733240412,0.7789378949209205
8.057806345,8.021676658157087,0.6905000000000001,5.807994781872417,2.1911207562378783,0.02256112004679167
5.845164512,5.643126079782131,0.5825,4.444599260349865,1.5010015786432636,-0.3024747592109982
2.630865269,2.423474003589616,0.5235,4.444599260349865,-1.6510631162891012,-0.3700621404711484
4.533728443999999,4.673146562629462,0.4525,4.073038715001131,0.48844748596206244,0.11166036166626903
9.627754265,9.705885207341346,0.1775,9.089789883670129,1.00560428258294,-0.3895089589117231
7.190849236,7.122480907163581,0.7645,7.43671261411035,0.2932025201647148,-0.6074342271114839
14.44675048,14.191059335028415,0.9715,12.7788167001901,1.4421738637526644,-0.029931228914350072
4.876317055,4.829679483884235,0.21950000000000003,6.033146826737981,-1.3952624535802185,0.19179511072647337
5.383787321000001,5.693233243326822,0.6525000000000001,5.807994781872417,0.30163644551960056,-0.41639798406519635
9.981865663999999,9.950242089181911,0.8634999999999999,10.058650955026602,0.34604562755694346,-0.45445449340163435
9.092182552,9.092848907524289,0.1675,9.089789883670129,0.39346332299856535,-0.3904042991444059
6.705571212000001,6.571887609844639,0.3825,4.337713151133173,1.8105526295689582,0.42362182914250823
2.112550552,2.485483368226162,0.5075000000000001,4.444599260349865,-1.723521623078966,-0.23559426904473768
5.4001809089999995,5.356244639209729,0.47250000000000003,4.073038715001131,1.2542228532593445,0.028983070949253786
12.950534699999999,13.016257265119464,0.8965000000000001,10.058650955026602,2.640889904481859,0.3167164056110048
6.849778065,6.813958764611419,0.2635,6.033146826737981,0.5992886784422611,0.1815232594311773
11.84146792,11.77237270901604,0.9225000000000001,12.7788167001901,-0.7574940161349288,-0.24894997503913174
14.26991624,13.454249308965096,0.9375,12.7788167001901,-0.3851095684408141,1.06054217721581
9.871264777999999,9.606928166402033,0.15250000000000002,9.089789883670129,-0.09374940727984837,0.6108876900117526
7.460255414,7.546618005403811,0.1345,9.089789883670129,-1.1427843088613123,-0.4003875694050052
16.02620789,16.488879780502547,0.0915,12.899372579825656,2.739307525598747,0.8501996750781444
5.016782373,5.204904411297374,0.4845,4.073038715001131,1.6001267174963507,-0.4682610212001075
7.0267324570000005,6.70433580022414,0.6585000000000001,5.807994781872417,0.30163644551960056,0.5947045728321214
11.51865317,11.952895476566274,0.9115,12.7788167001901,-0.6541185111358283,-0.17180271248799706
5.965523837,5.621662960182691,0.22250000000000003,6.033146826737981,-1.1886890800475074,0.777205213492218
10.81340517,10.891202190221863,0.0135,12.899372579825656,-1.8064470902222327,-0.20172329938156075
8.202141378,8.351173369417976,0.8255000000000001,10.058650955026602,-1.2961827858277393,-0.41129479978088623
13.50923937,13.851003635061328,0.9085000000000001,12.7788167001901,-0.125050131539862,1.1972370664110894
3.691914952,3.444116849206349,0.34550000000000003,4.337713151133173,-0.4749411131583354,-0.4186551887684882
2.41485938,2.431824006367953,0.31450000000000006,4.337713151133173,-1.6356076296219637,-0.2702815151432558
12.45482293,12.437146813663574,0.9305000000000001,12.7788167001901,-0.3851095684408141,0.04343968191428793
2.309247278,2.6387972884401494,0.5025,4.444599260349865,-1.723521623078966,-0.08228034883074997
8.990869353999999,9.034354767146949,0.15350000000000003,9.089789883670129,-0.09374940727984837,0.03831429075666826
3.3875594139999996,3.324808005255825,0.5095000000000001,4.444599260349865,-1.723521623078966,0.6037303679849257
11.39943527,11.906759358058059,0.9155000000000001,12.7788167001901,-0.6541185111358283,-0.21793883099621203
7.046528082999999,6.715215162513392,0.7415,7.43671261411035,-0.4826759333575459,-0.238821518239412
6.823505314,6.296780352497358,0.21050000000000002,6.033146826737981,-1.3952624535802185,1.6588959793395954
5.686424346,5.933222813723946,0.7105000000000001,7.43671261411035,-1.4974169932482155,-0.006072807138188807
4.3275897919999995,4.349932326757569,0.22650000000000003,6.033146826737981,-1.1886890800475074,-0.49452541993290433
2.53463471,2.47338919360497,0.4355,4.073038715001131,-1.1265126374938426,-0.47313688390231823
12.13011485,12.051980375156084,0.9345000000000001,12.7788167001901,-0.3851095684408141,-0.3417267565932016
1.958854897,2.144903533697925,0.30450000000000005,4.337713151133173,-1.9246894952416786,-0.26812012219356873
6.9119476639999995,7.123187902614473,0.10350000000000001,9.089789883670129,-1.8877266486460593,-0.07887533240959677
6.062822932,5.73558866925263,0.5595000000000001,4.444599260349865,0.5965841366330151,0.69440527226975
