,Codes,SynData,SynData_clone,SynData_midpoint,SynData_error_z,Para1,Para3,Para2
0,0.8634999999999999,9.981865663999999,10.12830073525707,10.055083199628534,0.07321753562853583,9.0,7.0,4.0
1,0.8255000000000001,8.202141378,8.436417322182045,8.319279350091023,0.11713797209102239,9.0,3.0,6.0
2,0.8495000000000001,12.6026658,12.223447110961338,12.41305645548067,0.1896093445193312,9.0,5.0,10.0
3,0.9225000000000001,11.84146792,11.661223113255463,11.751345516627731,0.09012240337226807,10.0,3.0,3.0
4,0.1775,9.627754265,9.687254471912905,9.657504368456452,0.029750103456452237,2.0,8.0,8.0
5,0.9155000000000001,11.39943527,11.670973793380007,11.535204531690002,0.1357692616900037,10.0,2.0,6.0
6,0.9345000000000001,12.13011485,12.081421556571511,12.105768203285756,0.024346646714244358,10.0,4.0,5.0
7,0.1345,7.460255414,7.649450682021169,7.554853048010584,0.09459763401058474,2.0,4.0,5.0
8,0.5025,2.309247278,2.5282582935197766,2.4187527857598883,0.10950550775988832,6.0,1.0,3.0
9,0.21950000000000003,4.876317055,4.816582993091362,4.846450024045682,0.029867030954318974,3.0,2.0,10.0
10,0.5075000000000001,2.112550552,2.5116018108409834,2.3120761814204918,0.19952562942049168,6.0,1.0,8.0
11,0.1125,8.246210107000001,8.18488473786138,8.21554742243069,0.030662684569310983,2.0,2.0,3.0
12,0.15250000000000002,9.871264777999999,9.580741776864173,9.726003277432085,0.14526150056791298,2.0,6.0,3.0
13,0.46950000000000003,5.976810255,6.005105179227817,5.990957717113909,0.014147462113908382,5.0,7.0,10.0
14,0.3825,6.705571212000001,6.399934223384598,6.552752717692299,0.15281849430770134,4.0,9.0,3.0
15,0.30450000000000005,1.958854897,2.2478682399438874,2.1033615684719438,0.14450667147194374,4.0,1.0,5.0
16,0.22250000000000003,5.965523837,5.328514090180786,5.6470189635903925,0.3185048734096072,3.0,3.0,3.0
17,0.8965000000000001,12.950534699999999,12.67902971463449,12.814782207317243,0.13575249268275424,9.0,10.0,7.0
18,0.9085000000000001,13.50923937,13.702437273299045,13.605838321649522,0.09659895164952292,10.0,1.0,9.0
19,0.5825,5.845164512,5.637753655762636,5.741459083881319,0.103705428118682,6.0,9.0,3.0
20,0.5095000000000001,3.3875594139999996,3.4389942068124197,3.4132768104062094,0.02571739640621007,6.0,1.0,10.0
21,0.31450000000000006,2.41485938,2.4757950854790858,2.445327232739543,0.030467852739542778,4.0,2.0,5.0
22,0.5235,2.630865269,2.500151047879527,2.5655081584397634,0.06535711056023663,6.0,3.0,4.0
23,0.15350000000000003,8.990869353999999,9.069640428253475,9.030254891126738,0.03938553712673798,2.0,6.0,4.0
24,0.9305000000000001,12.45482293,12.531960013197285,12.493391471598642,0.03856854159864209,10.0,4.0,1.0
25,0.22650000000000003,4.3275897919999995,4.174578797853144,4.251084294926572,0.0765054970734278,3.0,3.0,7.0
26,0.9165000000000001,12.08508978,12.118170344079765,12.101630062039883,0.016540282039882115,10.0,2.0,7.0
27,0.6525000000000001,5.383787321000001,5.55103584005524,5.467411580527621,0.08362425952761976,7.0,6.0,3.0
28,0.4525,4.533728443999999,4.797148361419649,4.665438402709825,0.13170995870982471,5.0,6.0,3.0
29,0.7105000000000001,5.686424346,5.8218113433567895,5.754117844678395,0.0676934986783948,8.0,2.0,1.0
30,0.6905000000000001,8.057806345,7.788746829165038,7.923276587082519,0.1345297579174809,7.0,10.0,1.0
31,0.0915,16.02620789,16.31184660621426,16.169027248107128,0.14281935810713087,1.0,10.0,2.0
32,0.1675,9.092182552,9.220385823294825,9.156284187647412,0.064101635647412,2.0,7.0,8.0
33,0.30950000000000005,3.154678838,3.0082363309862945,3.0814575844931476,0.07322125350685282,4.0,1.0,10.0
34,0.9715,14.44675048,14.124459617337202,14.2856050486686,0.16114543133139936,10.0,8.0,2.0
35,0.10350000000000001,6.9119476639999995,7.308574253365303,7.110260958682652,0.1983132946826518,2.0,1.0,4.0
36,0.5595000000000001,6.062822932,5.835810575850992,5.949316753925496,0.11350617807450414,6.0,6.0,10.0
37,0.9115,11.51865317,11.853115526700517,11.685884348350259,0.16723117835025825,10.0,2.0,2.0
38,0.7415,7.046528082999999,7.090429824024196,7.0684789535120975,0.02195087051209832,8.0,5.0,2.0
39,0.6095000000000002,4.826524631,5.1617515731901795,4.994138102095089,0.16761347109508984,7.0,1.0,10.0
40,0.2635,6.849778065,6.622904538050193,6.736341301525096,0.11343676347490339,3.0,7.0,4.0
41,0.47250000000000003,5.4001809089999995,5.584998768790755,5.492589838895377,0.09240892989537786,5.0,8.0,3.0
42,0.6585000000000001,7.0267324570000005,6.737731684439876,6.8822320707199385,0.14450038628006245,7.0,6.0,9.0
43,0.34550000000000003,3.691914952,3.4704547672048003,3.5811848596024003,0.11073009239759979,4.0,5.0,6.0
44,0.7645,7.190849236,7.089674698975932,7.140261967487966,0.0505872685120341,8.0,7.0,5.0
