pct_change_22,pct_change_22_predicted,Codes,Indicator5_150,Indicator5_210,Indicator5_30,Indicator5_0,Indicator50_210,Indicator10_150,Indicator50_30,Indicator150_180,Indicator100_180,Indicator20_180,Indicator10_0,Indicator10_30,Indicator50_0,Indicator20_30,Indicator50_150,Indicator150_150,Indicator20_0,Indicator100_0,Indicator20_150,Indicator200_0,Indicator150_0,Indicator200_150,Indicator200_30,Indicator10_180,Indicator150_30,Indicator20_210,Indicator50_180,Indicator10_210,Indicator200_210,Indicator100_30,Indicator100_210,Indicator150_210,Indicator200_180
0.42573843299999997,0.41857408098839555,0.5563367446479924,0.15021518059057282,-0.00587897650300917,0.08804600124611195,0.0398963110427466,0.009095661201243388,-0.016442832058940482,0.18960426146781106,-0.014065599734404799,0.03767742270232155,0.01173215215233192,-0.0731570460331259,0.04336504578602218,-0.001927225724094761,-0.03734517194192044,0.019940639378600356,-0.03534284864092907,0.007638932736082182,-0.02957138701372486,0.04481845339351409,-0.0399410556821147,-0.008897813858764536,0.031098252386840386,-0.0010028697228845473,0.006668578715126827,0.00029941843374425847,-0.005809155700196911,0.00015282475091327186,0.002563950965098316,0.007227460437889022,-0.003927976594591875,0.0028161255930241325,-0.006943607136539409,0.0059709743536426885
0.422260959,0.4191663623321826,0.5654275247765584,0.19495153096412743,-0.00047376150781808235,-0.04603435953297419,0.08962921127302059,0.08352838396358919,-0.004516961705242295,-0.01441136565096901,0.06271091182086508,0.03700315837224899,-0.06232981839301388,0.033245675713894585,0.010643357841759737,0.019092687965090338,0.0033465753684787103,0.00902233834926669,0.004422293756181084,0.016408106278198886,0.0027385101265764433,0.009968994985419144,-0.011721483858808668,-0.017010058244062876,-0.007987339600983745,-0.008938048686663702,0.013646132767284325,-0.01101457768850267,-0.007400877350171697,0.006339122350632387,0.01811237797515791,0.001927596842738577,-0.008624398728021454,0.0007533697994546174,-0.00545273292661097,0.007591809692041096
0.36915654,0.37215645500177374,0.6454167114786633,0.25197541621197084,-0.007822629178413143,0.046802420849430426,0.0007025534499633945,0.07265979737501738,0.0017799659310453464,0.08505729791129357,6.186175261291282e-05,0.013553253356260342,-0.03752070497808724,0.017615930051640305,-0.01880307464957731,-0.00428484950132868,0.0007591548738616893,-0.04182881968407148,0.0050029619491009925,0.012150218050620776,-0.006970053502055151,-0.0007390958535102854,-0.012796876028389637,0.009410941116411387,-0.002923663214156491,0.0020859776422148535,-0.009641883984878419,0.0024364311616711376,-0.006908586636926728,0.0018801870812179544,-0.006062382932108257,0.007721833219481944,-0.007079012235889692,0.005646028135144476,-0.0022807359381331604,0.0005165932003396989
0.057510982,0.07446100751869061,0.44534744456444564,0.1482619433619179,-0.08996372088215532,0.0025905778617314468,0.02709207074236475,-0.03280411493169311,-0.026833092179924023,0.023428749119283054,-0.005758387570732992,0.020774105224246497,-0.00674746452375885,0.020736172739075798,0.03954761587330413,-0.040463342215414144,0.02626489857231462,-0.002402654172729779,-0.02836602233854202,-0.014458105683761324,-0.010737752799770739,-0.0064945967772462865,7.743991143005502e-05,0.016551617300285315,-0.016671147340244108,0.0032011044725424043,0.015079838747031005,0.006478265869859001,-0.00374249937340565,-0.017005758818916306,-0.0007595067350169016,-0.004960590363265016,0.008163416062984652,0.02853577062335777,0.00588098039225704,-0.010034802648718255
0.257537237,0.2575348979083903,0.7363466147465585,0.2609740959547598,-0.00031166567788720734,0.046936392047968845,-0.012685915883254406,0.031551411458995204,0.015276412368166348,0.03338182828480729,-0.0736308608655456,-0.01728544331801629,0.009004040933421109,-0.03738007275512345,0.0027988194061352445,0.0020612698033595223,-0.004904686651933332,-0.002309255619744377,0.006153824068272584,-0.0004561600211423489,-0.0007537352393249819,0.0019346007357921025,-0.005015991407212539,0.0018032123068074668,-0.0004397502981365875,0.003601899964034594,-0.0012719199823969518,-0.00781626383382239,0.0007714366800311012,0.00461435468342053,0.0008589078224034985,0.0002896572562072208,-0.00014029024606720952,0.0012070731638162968,-0.00011785772239925052,-0.001164469508001531
0.138934661,0.13704696733011712,0.5452665875244356,0.1491541280657679,-0.0480306497284384,-0.05318401129676609,0.008914986748248477,0.05819852238362433,0.0015430992987788272,0.02307465730607161,0.10196671564868609,-0.05596104596045137,-0.013088858736228559,-0.09320213541026234,0.04083813022634253,-0.022518751710015383,0.08619270325887296,-0.0036996631946952796,-0.044916481628273,0.009485125355331636,0.020271288802433673,-0.013364270898529984,0.0009950979057218312,-0.011840100314327806,-0.03322193486583913,-0.0010982099912641985,-0.006170129126520152,0.013854038815310776,-0.002518673481682221,-0.003161936039371094,0.007930690586357592,-0.004231626641030051,-0.012317780982662896,0.006155349538706112,0.020492367268595046,0.010506326127625698
0.131618707,0.1197008534554759,0.5452556346534454,0.15969328728122578,-0.04856938282897194,-0.05441572967681019,0.00851639337712054,-0.00856215509759295,0.040048271560862325,0.01877550837446451,0.026723652487699923,0.028920253493096126,0.008634816316918759,0.0034225052063323602,0.040420258344532556,-0.030714469759867136,-0.017717458324885804,-0.008012044095049742,0.002378797174823255,-0.005632902721848465,-0.006808264534480912,-0.013522379693324815,-0.0008952751235249412,-0.010482364318104231,0.006606248701474193,-0.009576631046875228,-0.002587074515421506,-0.003183458748861945,0.0031624347188445867,-0.0019931104391521792,0.0005735013139136491,0.0006927914450900463,-0.004699828160023678,-0.005586963903784881,0.007013759208695847,-0.0029221325610380156
0.105273293,0.20418520662776063,0.44435773455544436,0.16277130763955794,-0.10030890069532239,-7.850188715341488e-05,0.02385635668163899,-0.022401017275786472,0.047106652150258554,0.12820879162371757,0.006240603859147598,0.023825323398330767,-0.006183435740513943,-0.0030117731430951977,-0.004234479241513878,-0.03403560697357211,-0.004189988610010964,-0.016757431122868205,0.01601110745058376,-0.013013918157174897,0.02344507332718493,0.00047556006276971985,0.01219526457830078,-0.0017960993860808294,-0.0010411096937925635,-0.024909198726919435,0.0035390440205871343,0.0093878763239168,-0.006021587010976326,0.01112545403970544,0.002670669182722296,-0.010623095387129577,-0.0011841981157125758,-0.011673743793232383,0.005278217412139075,-0.01048801016194556
0.105273293,0.08826260021626964,0.5453577345554445,0.14937788929595075,-0.058880545311093435,-0.05374677878437506,0.012171597130825385,0.02103438041164729,-0.029518898120025838,0.14057096714926298,0.03228040325803505,0.027960943994372656,-0.02150823021993009,0.012589525547815228,0.036628656353232536,-0.04069595311316476,-0.03542522026118533,-0.007667264944671182,0.002665183690134576,-0.0010603477983694987,-0.027079257962235204,-0.0032719213449623474,-0.002201472708402208,0.0023033516416148814,0.0071396336556857065,-0.014963892447455773,-0.013011536933783319,-0.012002897360995135,-0.011900309306186685,-0.0025340175365362594,-0.0013838334524516327,-0.005162386323750656,-0.014686470299624332,-0.0034272032960807053,0.0037684664816434177,-9.996086867136711e-05
0.262418266,0.25687206841834836,0.5452355446645463,0.15122465453329015,-0.0542190184425102,-0.05146472468984031,0.009630803214494887,-0.04372319462198426,0.03707915520381366,0.022520608393788777,0.014363578726527493,0.01651652753992039,-0.0012060518985599344,0.04572350257121194,0.07894694633781363,-0.028364327496013253,-0.004807169834354141,0.035365184935925775,0.007019711892906955,0.007709605423248833,0.029701907055414978,-0.000936294048168751,0.012702052257094643,-0.01726312930923246,0.008141649226620196,-0.001052158668647607,-0.013285743572053477,0.012687383469966562,-0.0016796768537883366,-0.0022033045265097417,0.00412358488160014,-0.000483800961883718,-0.0076094487685498535,-0.007305261525539564,0.0054996754714804474,-0.00648115749913547
