,Codes,pct_change_22_predicted,Indicator5_150,Indicator5_210,Indicator5_30,Indicator5_0,Indicator50_210,Indicator10_150,Indicator50_30,Indicator150_180,Indicator100_180,Indicator20_180,Indicator10_0,Indicator10_30,Indicator50_0,Indicator20_30,Indicator50_150,Indicator150_150,Indicator20_0,Indicator100_0,Indicator20_150,Indicator200_0,Indicator150_0,Indicator200_150,Indicator200_30,Indicator10_180,Indicator150_30,Indicator20_210,Indicator50_180,Indicator10_210,Indicator200_210,Indicator100_30,Indicator100_210,Indicator150_210,Indicator200_180
0,0.5563367446479924,0.41857408098839555,0.008089823000000001,0.057768884000000006,0.118222892,0.039348767,-0.095514556,0.047501444000000004,0.340538754,0.303976604,0.119453266,0.082152461,-0.039635162,0.10022295199999999,0.533509921,0.425219642,-0.29618276600000004,-0.13419711199999998,0.046731383,0.475457374,-0.214448517,-0.186454655,0.15590426699999999,-0.444729825,-0.345218332,-0.035336337,-0.30130357399999996,-0.087064677,-0.062852416,-0.029214632,0.042284639000000006,0.23539843300000002,0.38606793799999994,-0.134706095,-0.002530066
1,0.5654275247765584,0.4191663623321826,0.073643457,0.08122573400000001,-0.014876066,0.082318008,-0.153186361,0.068566751,0.09828009800000001,-0.159237262,0.036808854,0.22092798,0.112218826,0.070109488,0.12556054,0.052354272,0.48195525200000006,0.088194115,0.065025967,0.117666705,0.158704158,0.917127998,0.293647696,0.047651215999999996,0.522380699,-0.059152372,0.468095043,-0.071196898,0.036976936,-0.005038152,0.154404391,0.15817401,-0.152810619,-0.146624912,0.121164453
2,0.6454167114786633,0.37215645500177374,0.140209874,-0.039015114,0.000819336,0.063864854,-0.28805345,0.0,0.35853134,-0.268932208,-0.42431582,-0.041880488,0.103167206,0.165002424,0.184797775,0.120951494,-0.12939889599999999,-0.482147769,0.096286236,0.67738047,0.05414995400000001,0.401301287,0.609579036,-0.268724515,-0.166311329,0.067381379,0.383739781,-0.263355052,-0.39751051200000004,-0.23436750899999997,-0.298485342,0.631739277,-0.24686265100000002,-0.012132883,-0.381507295
3,0.44534744456444564,0.07446100751869061,-0.00339719,-0.043349389,-0.019746148999999998,0.026907102000000002,0.028374026,0.109752774,0.010111935,0.195697636,0.12031148300000001,0.001352173,0.053275956,-0.069306949,-0.035799855,-0.078456734,0.162537214,0.45853703100000004,0.004648308,0.09364358,0.216580608,0.392443769,0.197762749,0.539579566,0.267815895,-0.024485627000000003,0.329044,-0.047054322,-0.046069282999999996,-0.058821270999999994,0.447904759,0.08836633099999999,0.286861799,0.221731158,0.243530272
4,0.7363466147465585,0.2575348979083903,0.185689949,-0.140425532,0.08510638300000001,0.025704809,0.02978957,0.029186594,0.23673167899999997,-0.38633092399999996,0.018555657,0.168165864,-0.032478986,0.038680176000000004,0.06699753,0.064677992,0.41575255,0.18273457,-0.025519756,0.293571371,0.109525379,1.1698113559999999,0.532620482,-0.203431659,1.22614493,0.149007326,0.85341353,0.103428911,0.20110536199999998,0.07825418,-0.423613949,0.364277346,-0.23468667199999999,-0.45513781700000006,-0.41363362200000003
5,0.5452665875244356,0.13704696733011712,0.003295336,-0.030028475,-0.006240899,-0.029908483,0.20331943800000002,0.004624822,0.057463109000000005,0.985365823,0.561551029,0.051795267,-0.098989374,-0.034477126000000004,-0.07329155400000001,-0.10774194699999999,0.122725048,0.648022506,-0.03523995,0.258677775,0.061278597000000004,0.357783029,0.20936379800000002,1.108965025,0.43618241,0.0320475,0.242929566,-0.001510106,0.155481734,0.007926817,0.7140190820000001,0.137389931,0.382453775,0.754777073,1.208636453
6,0.5452556346534454,0.1197008534554759,0.030521146000000002,-0.030988142000000003,0.020454596999999998,-0.034568491,0.136006485,-0.040402856,0.159235087,0.12232029300000001,0.14291422,0.094112833,0.002761625,-0.101425614,-0.055733563,-0.040852342,0.106269579,0.155547229,-0.011677283,0.331984451,0.061968927,0.5375768710000001,0.389875398,0.17145909199999998,0.600503831,0.051098345999999996,0.427465573,0.056466953,0.12122061699999999,-0.025613919,0.21932860399999998,0.519993512,0.067343579,0.165945717,0.265802782
7,0.44435773455544436,0.20418520662776063,-0.051736113,-0.072494033,-0.023844959,0.020706456,0.165645252,0.062385105999999996,0.27467485,0.089408343,0.137501853,0.010115028,0.025169266000000003,-0.032390951,-0.022712937000000002,-0.009290036,0.051297842999999996,0.157883919,-0.020052091,0.384166875,-0.028271032,0.531361957,0.456639494,0.17720918,0.7367081990000001,0.010060954,0.5368497210000001,0.172973257,0.130044255,0.095172841,0.31245393899999996,0.547260892,0.102600194,0.20500679100000002,0.222686453
8,0.5453577345554445,0.08826260021626964,0.004451083,-0.052752348,-0.002063506,-0.007734829,0.165645252,0.062385105999999996,0.27467485,0.089408343,0.137501853,0.010115028,0.025169266000000003,-0.032390951,-0.022712937000000002,-0.009290036,0.051297842999999996,0.157883919,-0.020052091,0.384166875,-0.028271032,0.531361957,0.456639494,0.17720918,0.7367081990000001,0.010060954,0.5368497210000001,0.172973257,0.130044255,0.095172841,0.31245393899999996,0.547260892,0.102600194,0.20500679100000002,0.222686453
9,0.5452355446645463,0.25687206841834836,0.011639185,-0.041764385,-0.017423771,-0.022445422000000003,-0.031592322,-0.03728958,0.086428425,0.217344962,0.069857159,0.138169094,0.082877949,-0.059442052999999995,0.041338255,-0.052110675999999995,0.21246748,0.219597866,0.056701077,0.201374162,0.013637598999999999,0.595422578,0.315847728,0.249619741,0.43551994899999996,0.002414281,0.275953224,0.017015241,0.12505687599999998,0.018984626,0.231167955,0.11542826,0.018965302,0.07129448599999999,0.346425117
